"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","padj","definition"
"GO:0098609",0.0387248266583201,0.967284438686079,256,914,"cell-cell adhesion","BP",0.0454874778712367,"The attachment of one cell to another cell via adhesion molecules."
"GO:0098644",0.0387273741069975,0.986472027804571,10,21,"complex of collagen trimers","CC",0.0454874778712367,"A complex of collagen trimers such as a fibril or collagen network."
"GO:0043307",0.0389185083444077,0.992584320146285,5,9,"eosinophil activation","BP",0.04566693934797,"The change in morphology and behavior of a eosinophil resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:2001057",0.0390181281838755,0.977343104049501,28,82,"reactive nitrogen species metabolic process","BP",0.0457387703415312,NA
"GO:0042105",0.0391289873579273,0.99253225044848,5,9,"alpha-beta T cell receptor complex","CC",0.0458236223631184,"A T cell receptor complex in which the TCR heterodimer comprises alpha and beta chains, associated with the CD3 complex; recognizes a complex consisting of an antigen-derived peptide bound to a class I or class II MHC protein."
"GO:0016447",0.0391853874192067,0.979055657488889,22,61,"somatic recombination of immunoglobulin gene segments","BP",0.0458445937291504,"The process in which immunoglobulin genes are formed through recombination of the germline genetic elements, as known as immunoglobulin gene segments, within a single locus."
"GO:0099175",0.0394297073060222,0.973800598943235,47,143,"regulation of postsynapse organization","BP",0.0460851632987953,"Any process that modulates the physical form of a postsynapse."
"GO:0004709",0.0395065848027489,0.984983904483745,11,25,"MAP kinase kinase kinase activity","MF",0.0460878810299319,"Catalysis of the phosphorylation and activation of a MAP kinase kinase; each MAP kinase kinase can be phosphorylated by any of several MAP kinase kinase kinases."
"GO:0043369",0.0395366887381441,0.982629413545016,14,35,"CD4-positive or CD8-positive, alpha-beta T cell lineage commitment","BP",0.0460878810299319,"The process in which an immature T cell commits to CD4-positive T cell lineage or the CD8-positive lineage of alpha-beta T cells."
"GO:0004697",0.0395796443457585,0.988188624036394,8,16,"diacylglycerol-dependent serine/threonine kinase activity","MF",0.0460878810299319,"Catalysis of the reaction: ATP + a protein = ADP + a phosphoprotein. This reaction requires diacylglycerol."
"GO:0045159",0.039610981456328,0.990946149173824,6,11,"myosin II binding","MF",0.0460878810299319,"Binding to a class II myosin, any member of the class of 'conventional' double-headed myosins that includes muscle myosin."
"GO:0002447",0.0396255165194376,0.992409056511987,5,9,"eosinophil mediated immunity","BP",0.0460878810299319,"Any process involved in the carrying out of an immune response by an eosinophil."
"GO:0004661",0.0396890002996558,0.995011931465744,4,6,"protein geranylgeranyltransferase activity","MF",0.0461166822994049,"Catalysis of the covalent addition of a geranylgeranyl (20-carbon isoprenoid) group via thioether linkages to a cysteine residue at or near the C terminus of a protein."
"GO:0072560",0.0401888344296681,0.99721131610189,3,4,"type B pancreatic cell maturation","BP",0.0464348781323788,"A developmental process, independent of morphogenetic (shape) change, that is required for a type B pancreatic cell to attain its fully functional state. A type B pancreatic cell is a cell located towards center of the islets of Langerhans that secretes insulin."
"GO:0021692",0.0402191774200993,0.987955250031599,8,16,"cerebellar Purkinje cell layer morphogenesis","BP",0.0464348781323788,"The process in which the anatomical structure of the cerebellar Purkinje cell layer is generated and organized. The Purkinje cell layer lies just underneath the molecular layer of the cerebellar cortex. It contains the neuronal cell bodies of the Purkinje cells that are arranged side by side in a single layer. Candelabrum interneurons are vertically oriented between the Purkinje cells. Purkinje neurons are inhibitory and provide the output of the cerebellar cortex through axons that project into the white matter. Extensive dendritic trees from the Purkinje cells extend upward in a single plane into the molecular layer where they synapse with parallel fibers of granule cells."
"GO:0007272",0.0402229166982619,0.972839308953148,50,155,"ensheathment of neurons","BP",0.0464348781323788,"The process in which glial cells envelop neuronal cell bodies and/or axons to form an insulating layer. This can take the form of myelinating or non-myelinating ensheathment."
"GO:0008366",0.0402229166982619,0.972839308953148,50,155,"axon ensheathment","BP",0.0464348781323788,"Any process in which the axon of a neuron is insulated, and that insulation maintained, thereby preventing dispersion of the electrical signal."
"GO:0019886",0.0402460080901182,0.984166825919133,11,28,"antigen processing and presentation of exogenous peptide antigen via MHC class II","BP",0.0464348781323788,"The process in which an antigen-presenting cell expresses a peptide antigen of exogenous origin on its cell surface in association with an MHC class II protein complex. The peptide antigen is typically, but not always, processed from a whole protein."
"GO:0033085",0.0402589827348152,0.992251158928135,5,9,"negative regulation of T cell differentiation in thymus","BP",0.0464348781323788,"Any process that stops, prevents, or reduces the frequency, rate or extent of T cell differentiation in the thymus."
"GO:0120115",0.0402860050064734,0.993982200947236,4,7,"Lsm2-8 complex","CC",0.0464348781323788,"A heteroheptameric, nuclear protein complex composed of Lsm2, Lsm3, Lsm4, Lsm5, Lsm6, Lsm7, and Lsm8, or orthologs thereof, that selectively binds to snRNAs, in particular U6 or U6atac snRNAs, and also to unspliced transcripts localized within the nucleus."
"GO:1901135",0.0402953249266042,0.96592193610113,253,927,"carbohydrate derivative metabolic process","BP",0.0464348781323788,NA
"GO:0002286",0.0403137397051887,0.974563652938522,37,114,"T cell activation involved in immune response","BP",0.0464348781323788,"The change in morphology and behavior of a mature or immature T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific, leading to the initiation or perpetuation of an immune response."
"GO:2000319",0.0403689980065438,0.984417262730189,11,26,"regulation of T-helper 17 cell differentiation","BP",0.0464536006046315,NA
"GO:0030015",0.0404919706285563,0.994874851194489,4,6,"CCR4-NOT core complex","CC",0.0465137523998529,"The core of the CCR4-NOT complex. In Saccharomyces the CCR4-NOT core complex comprises Ccr4p, Caf1p, Caf40p, Caf130p, Not1p, Not2p, Not3p, Not4p, and Not5p."
"GO:0002725",0.04049937971339,0.992191025241535,5,9,"negative regulation of T cell cytokine production","BP",0.0465137523998529,"Any process that stops, prevents, or reduces the frequency, rate, or extent of T cell cytokine production."
"GO:0031076",0.0405758674880578,0.982222685475907,14,34,"embryonic camera-type eye development","BP",0.0465153774198504,"The process occurring during the embryonic phase whose specific outcome is the progression of the eye over time, from its formation to the mature structure."
"GO:0043615",0.0405789060782742,0.992171106637554,5,9,"astrocyte cell migration","BP",0.0465153774198504,"The orderly movement of an astrocyte, a class of large neuroglial (macroglial) cells in the central nervous system, the largest and most numerous neuroglial cells in the brain and spinal cord."
"GO:0097427",0.0407217991450259,0.994835422117957,4,6,"microtubule bundle","CC",0.0466342911362749,"An arrangement of closely apposed microtubules running parallel to each other."
"GO:0051136",0.0408508221571053,0.994813249513471,4,6,"regulation of NK T cell differentiation","BP",0.0466815578806842,"Any process that modulates the frequency, rate or extent of natural killer T cell differentiation."
"GO:1902226",0.0408737033671537,0.997142953603314,3,4,"regulation of macrophage colony-stimulating factor signaling pathway","BP",0.0466815578806842,NA
"GO:0006511",0.0408806590004648,0.966533233449152,177,628,"ubiquitin-dependent protein catabolic process","BP",0.0466815578806842,"The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of a ubiquitin group, or multiple ubiquitin groups, to the protein."
"GO:1901623",0.0409227973648723,0.984902192673585,10,24,"regulation of lymphocyte chemotaxis","BP",0.0466849153846388,NA
"GO:1905097",0.0410630273015126,0.994776723403324,4,6,"regulation of guanyl-nucleotide exchange factor activity","BP",0.0467871902223241,NA
"GO:1903978",0.0410910167695642,0.987304315319882,8,17,"regulation of microglial cell activation","BP",0.0467871902223241,NA
"GO:0005332",0.0411609968584113,0.994759835680204,4,6,"gamma-aminobutyric acid:sodium:chloride symporter activity","MF",0.0468221081741813,"Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: gamma-aminobutyric acid(out) + Na+(out) + Cl-(out) = gamma-aminobutyric acid(in) + Na+(in) + Cl(in)."
"GO:2000392",0.0412168601983658,0.990478860680951,6,11,"regulation of lamellipodium morphogenesis","BP",0.0468372919470566,NA
